T0.scaffold_563122406_c1_2	T0.scaffold_563122406_c1_2	Soil5.scaffold_179483344_c1_1	K00370	27.8
T0.scaffold_610518454_c1_1	T0.scaffold_610518454_c1_1	T0.scaffold_610518454_c1_1	K00370	30.8
T0.scaffold_914934534_c1_1	T0.scaffold_914934534_c1_1	T0.scaffold_914934534_c1_1	K00370	28.8
T0.scaffold_1052029150_c1_1	T0.scaffold_1052029150_c1_1	T0.scaffold_1052029150_c1_1	K00370	26.2
T0.scaffold_995781201_c1_1	T0.scaffold_995781201_c1_1	Soil5.scaffold_352638952_c1_1	K00370	25.4
T0.scaffold_777471478_c1_1	T0.scaffold_995781201_c1_1	Soil5.scaffold_352638952_c1_1	K00370	25.4
T0.scaffold_519767388_c1_1	T0.scaffold_519767388_c1_1	T0.scaffold_519767388_c1_1	K00370	23.9
T0.scaffold_561169257_c1_1	T0.scaffold_561169257_c1_1	T0.scaffold_561169257_c1_1	K00370	29.3
T0.scaffold_1095986051_c1_1	T0.scaffold_1095986051_c1_1	T0.scaffold_1146579158_c1_1	K00370	26.5
T0.scaffold_1012131347_c1_1	T0.scaffold_1012131347_c1_1	Soil12.scaffold_898807201_c1_1	K00370	29.8
T0.scaffold_525110741_c1_1	T0.scaffold_525110741_c1_1	Soil17.scaffold_133787210_c1_1	K00370	27.2
T0.scaffold_1061906687_c1_1	T0.scaffold_1061906687_c1_1	Soil11.scaffold_231814530_c1_1	K00370	30.7
T0.scaffold_273218771_c1_2	T0.scaffold_273218771_c1_2	T0.scaffold_273218771_c1_2	K00370	24.2
T0.scaffold_967177930_c1_5	T0.scaffold_967177930_c1_5	Soil6.scaffold_441881540_c1_4	K00370	25.7
T0.scaffold_61404940_c1_1	T0.scaffold_61404940_c1_1	T0.scaffold_61404940_c1_1	K00370	38.4
T0.scaffold_433838395_c1_1	T0.scaffold_61404940_c1_1	T0.scaffold_61404940_c1_1	K00370	38.4
T0.scaffold_499854029_c1_1	T0.scaffold_499854029_c1_1	Soil9.scaffold_2866533_c1_1	K00370	25.3
T0.scaffold_1023993709_c1_2	T0.scaffold_1023993709_c1_2	Soil9.scaffold_301134466_c1_1	K00370	23.8
T0.scaffold_1146579158_c1_1	T0.scaffold_1146579158_c1_1	T0.scaffold_1146579158_c1_1	K00370	26.5
T0.scaffold_76076085_c1_1	T0.scaffold_76076085_c1_1	T0.scaffold_76076085_c1_1	K00370	25.4
T0.scaffold_851692350_c1_1	T0.scaffold_851692350_c1_1	Soil17.scaffold_133787210_c1_1	K00370	27.2
T0.scaffold_327279428_c1_4	T0.scaffold_327279428_c1_4	T0.scaffold_327279428_c1_4	K00370	25.1
T0.scaffold_847435721_c1_1	T0.scaffold_847435721_c1_1	T0.scaffold_847435721_c1_1	K00370	27.1
T0.scaffold_339049266_c1_1	T0.scaffold_339049266_c1_1	T0.scaffold_339049266_c1_1	K00370	30.8
T0.scaffold_69618446_c1_13	T0.scaffold_69618446_c1_13	Soil5.scaffold_114379860_c1_1	K00370	30.4
T0.scaffold_634312899_c1_1	T0.scaffold_69618446_c1_13	Soil5.scaffold_114379860_c1_1	K00370	30.4
T0.scaffold_673418858_c1_1	T0.scaffold_69618446_c1_13	Soil5.scaffold_114379860_c1_1	K00370	30.4
T0.scaffold_516244210_c1_4	T0.scaffold_516244210_c1_4	Soil6.scaffold_645328969_c1_1	K00370	24.3
T0.scaffold_961428012_c1_71	T0.scaffold_961428012_c1_71	T0.scaffold_961428012_c1_71	K00370	24
T0.scaffold_290627530_c1_1	T0.scaffold_290627530_c1_1	T0.scaffold_290627530_c1_1	K00370	32
T0.scaffold_972952962_c1_1	T0.scaffold_972952962_c1_1	Soil6.scaffold_200123076_c1_13	K00370	24.9
T0.scaffold_16942130_c1_1	T0.scaffold_16942130_c1_1	Soil6.scaffold_130160295_c1_1	K00370	23.8
T0.scaffold_684329388_c1_1	T0.scaffold_684329388_c1_1	T0.scaffold_684329388_c1_1	K00370	23.4
T0.scaffold_360551274_c1_1	T0.scaffold_360551274_c1_1	Soil6.scaffold_274716451_c1_1	K00370	24
T0.scaffold_50999882_c1_2	T0.scaffold_50999882_c1_2	T0.scaffold_50999882_c1_2	K00370	27
T0.scaffold_967757664_c1_1	T0.scaffold_967757664_c1_1	T0.scaffold_967757664_c1_1	K00370	25.6
T0.scaffold_874521713_c1_2	T0.scaffold_967757664_c1_1	T0.scaffold_967757664_c1_1	K00370	25.6
T0.scaffold_390488187_c1_3	T0.scaffold_390488187_c1_3	Soil17.scaffold_576147551_c1_1	K00370	25.8
T0.scaffold_391739065_c1_1	T0.scaffold_391739065_c1_1	Soil9.scaffold_517173497_c1_1	K00370	27.6
T0.scaffold_528548689_c1_2	T0.scaffold_528548689_c1_2	T0.scaffold_528548689_c1_2	K00370	28.8
T0.scaffold_347172860_c1_3	T0.scaffold_347172860_c1_3	Soil3.scaffold_31685847_c1_1	K00370	28.4
T0.scaffold_677904738_c1_1	T0.scaffold_677904738_c1_1	T0.scaffold_677904738_c1_1	K00370	25.1
T0.scaffold_793520296_c1_1	T0.scaffold_793520296_c1_1	Soil6.scaffold_509384248_c1_7	K00370	24.3
T0.scaffold_579074308_c1_2	T0.scaffold_579074308_c1_2	Soil5.scaffold_444305363_c1_1	K00370	28
T0.scaffold_409096425_c1_1	T0.scaffold_409096425_c1_1	T0.scaffold_409096425_c1_1	K00370	27.1
T0.scaffold_469052346_c1_1	T0.scaffold_469052346_c1_1	Soil9.scaffold_45638853_c1_1	K00370	30.6
T0.scaffold_422019610_c1_3	T0.scaffold_422019610_c1_3	Soil9.scaffold_175774837_c1_4	K00370	23.7
T0.scaffold_129345277_c1_1	T0.scaffold_129345277_c1_1	Soil11.scaffold_287640331_c1_2	K00370	26.4
T0.scaffold_786865677_c1_2	T0.scaffold_786865677_c1_2	T0.scaffold_786865677_c1_2	K00370	25.8
T0.scaffold_1040725479_c1_1	T0.scaffold_1040725479_c1_1	Soil17.scaffold_63240252_c1_1	K00370	28.5
T0.scaffold_663675287_c1_8	T0.scaffold_663675287_c1_8	Soil5.scaffold_416434691_c1_48	K00370	26.2
T0.scaffold_535379388_c1_1	T0.scaffold_535379388_c1_1	Soil12.scaffold_666676376_c1_1	K00370	24.2
T0.scaffold_1068567766_c1_1	T0.scaffold_535379388_c1_1	Soil12.scaffold_666676376_c1_1	K00370	24.2
T0.scaffold_1016848578_c1_1	T0.scaffold_1016848578_c1_1	T0.scaffold_1016848578_c1_1	K00370	31.5
T0.scaffold_303623286_c1_2	T0.scaffold_303623286_c1_2	Soil11.scaffold_65427810_c1_20	K00370	24.6
