Soil15.scaffold_1299417957_c1_1	Soil15.scaffold_1299417957_c1_1	Soil17.scaffold_887102174_c1_3	K00370	28.6
Soil15.scaffold_914796419_c1_2	Soil15.scaffold_1299417957_c1_1	Soil17.scaffold_887102174_c1_3	K00370	28.6
Soil15.scaffold_205938384_c1_1	Soil15.scaffold_1299417957_c1_1	Soil17.scaffold_887102174_c1_3	K00370	28.6
Soil15.scaffold_1165691974_c1_1	Soil15.scaffold_1165691974_c1_1	Soil5.scaffold_309951702_c1_1	K00370	28.9
Soil15.scaffold_1258541897_c1_1	Soil15.scaffold_1258541897_c1_1	Soil15.scaffold_1258541897_c1_1	K00370	27.1
Soil15.scaffold_791735073_c1_1	Soil15.scaffold_1258541897_c1_1	Soil15.scaffold_1258541897_c1_1	K00370	27.1
Soil15.scaffold_418520736_c1_1	Soil15.scaffold_418520736_c1_1	Soil15.scaffold_418520736_c1_1	K00370	26.3
Soil15.scaffold_157380085_c1_4	Soil15.scaffold_157380085_c1_4	Soil17.scaffold_1202428475_c1_2	K00370	25.2
Soil15.scaffold_682291901_c1_1	Soil15.scaffold_682291901_c1_1	Soil11.scaffold_437898375_c1_1	K00370	27.9
Soil15.scaffold_1166588150_c1_1	Soil15.scaffold_1166588150_c1_1	Soil12.scaffold_1470442_c1_1	K00370	28.2
Soil15.scaffold_527174920_c1_1	Soil15.scaffold_527174920_c1_1	Soil15.scaffold_602222018_c1_1	K00370	32.8
Soil15.scaffold_615336883_c1_1	Soil15.scaffold_615336883_c1_1	Soil6.scaffold_477227124_c1_1	K00370	30.1
Soil15.scaffold_1182777590_c1_38	Soil15.scaffold_1182777590_c1_38	Soil15.scaffold_1182777590_c1_38	K00370	25.3
Soil15.scaffold_1290921615_c1_1	Soil15.scaffold_1290921615_c1_1	Soil12.scaffold_433272895_c1_2	K00370	25.2
Soil15.scaffold_116822102_c1_19	Soil15.scaffold_116822102_c1_19	Soil15.scaffold_116822102_c1_19	K00370	24.7
Soil15.scaffold_1122939700_c1_1	Soil15.scaffold_1122939700_c1_1	Soil15.scaffold_1122939700_c1_1	K00370	25.5
Soil15.scaffold_698711956_c1_2	Soil15.scaffold_698711956_c1_2	Soil15.scaffold_698711956_c1_2	K00370	24.5
Soil15.scaffold_560696117_c1_1	Soil15.scaffold_560696117_c1_1	Soil15.scaffold_560696117_c1_1	K00370	26.9
