Soil17.scaffold_110117194_c1_1	Soil17.scaffold_110117194_c1_1	Soil17.scaffold_110117194_c1_1	K00370	27.4
Soil17.scaffold_133787210_c1_1	Soil17.scaffold_133787210_c1_1	Soil17.scaffold_133787210_c1_1	K00370	27.2
Soil17.scaffold_694072686_c1_1	Soil17.scaffold_694072686_c1_1	Soil17.scaffold_694072686_c1_1	K00370	29.3
Soil17.scaffold_253812874_c1_1	Soil17.scaffold_253812874_c1_1	Soil5.scaffold_326884169_c1_1	K00370	24.2
Soil17.scaffold_289814149_c1_1	Soil17.scaffold_289814149_c1_1	Soil14.scaffold_508850392_c1_1	K00370	31.5
Soil17.scaffold_1202428475_c1_2	Soil17.scaffold_1202428475_c1_2	Soil17.scaffold_1202428475_c1_2	K00370	25.2
Soil17.scaffold_1233760010_c1_1	Soil17.scaffold_1233760010_c1_1	Soil17.scaffold_1233760010_c1_1	K00370	32.7
Soil17.scaffold_63240252_c1_1	Soil17.scaffold_63240252_c1_1	Soil17.scaffold_63240252_c1_1	K00370	28.5
Soil17.scaffold_186252749_c1_2	Soil17.scaffold_186252749_c1_2	Soil16.scaffold_718712853_c1_1	K00370	24.2
Soil17.scaffold_576147551_c1_1	Soil17.scaffold_576147551_c1_1	Soil17.scaffold_576147551_c1_1	K00370	25.8
Soil17.scaffold_138523950_c1_1	Soil17.scaffold_576147551_c1_1	Soil17.scaffold_576147551_c1_1	K00370	25.8
Soil17.scaffold_1217365402_c1_1	Soil17.scaffold_1217365402_c1_1	Soil17.scaffold_1217365402_c1_1	K00370	29
Soil17.scaffold_852337644_c1_1	Soil17.scaffold_852337644_c1_1	Soil15.scaffold_573965809_c1_1	K00370	34.7
Soil17.scaffold_1015507630_c1_1	Soil17.scaffold_1015507630_c1_1	Soil14.scaffold_618164533_c1_1	K00370	30.7
Soil17.scaffold_581198514_c1_1	Soil17.scaffold_581198514_c1_1	Soil11.scaffold_437898375_c1_1	K00370	27.9
Soil17.scaffold_940744809_c1_2	Soil17.scaffold_940744809_c1_2	Soil17.scaffold_940744809_c1_2	K00370	26.3
Soil17.scaffold_274056314_c1_61	Soil17.scaffold_274056314_c1_61	Soil17.scaffold_274056314_c1_61	K00370	25
Soil17.scaffold_868413953_c1_1	Soil17.scaffold_868413953_c1_1	Soil12.scaffold_127354460_c1_1	K00370	23.7
Soil17.scaffold_727467476_c1_1	Soil17.scaffold_727467476_c1_1	Soil14.scaffold_11536761_c1_1	K00370	23.1
Soil17.scaffold_332687915_c1_2	Soil17.scaffold_332687915_c1_2	Soil17.scaffold_332687915_c1_2	K00370	25.3
Soil17.scaffold_80683104_c1_1	Soil17.scaffold_80683104_c1_1	Soil15.scaffold_10724941_c1_1	K00370	32.5
Soil17.scaffold_274438600_c1_2	Soil17.scaffold_274438600_c1_2	Soil16.scaffold_804923086_c1_3	K00370	24.9
Soil17.scaffold_1067865600_c1_1	Soil17.scaffold_1067865600_c1_1	Soil17.scaffold_1067865600_c1_1	K00370	32
Soil17.scaffold_1045002370_c1_23	Soil17.scaffold_1045002370_c1_23	Soil17.scaffold_1045002370_c1_23	K00370	22.3
Soil17.scaffold_1322787586_c1_1	Soil17.scaffold_1322787586_c1_1	Soil17.scaffold_1322787586_c1_1	K00370	27.9
Soil17.scaffold_1001187717_c1_1	Soil17.scaffold_1322787586_c1_1	Soil17.scaffold_1322787586_c1_1	K00370	27.9
Soil17.scaffold_489938669_c1_1	Soil17.scaffold_489938669_c1_1	Soil17.scaffold_489938669_c1_1	K00370	27.5
Soil17.scaffold_170226348_c1_1	Soil17.scaffold_170226348_c1_1	Soil17.scaffold_170226348_c1_1	K00370	25.1
Soil17.scaffold_429258095_c1_1	Soil17.scaffold_429258095_c1_1	Soil11.scaffold_109289769_c1_1	K00370	32.3
Soil17.scaffold_1170883374_c1_1	Soil17.scaffold_1170883374_c1_1	Soil12.scaffold_623841069_c1_1	K00370	32.7
Soil17.scaffold_349296708_c1_1	Soil17.scaffold_349296708_c1_1	Soil17.scaffold_349296708_c1_1	K00370	24.3
Soil17.scaffold_1260026387_c1_1	Soil17.scaffold_1260026387_c1_1	Soil17.scaffold_1260026387_c1_1	K00370	30.2
Soil17.scaffold_561235403_c1_1	Soil17.scaffold_561235403_c1_1	Soil17.scaffold_561235403_c1_1	K00370	29.3
